convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION INTERCULTURAL BILINGUE,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,EDUCACION INTERCULTURAL BILINGUE,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que falsificaron informaciÃ³n,,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA AGROINDUSTRIAL Y DE AGRONEGOCIOS,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-05,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,"ARQUITECTURA, URBANISMO Y TERRITORIO",FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,FEMENINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA EMPRESARIAL,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-02,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-03,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,PSICOLOGIA,FEMENINO
Beca 18 CNA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Huallaga 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Huallaga 2015,LIMA,Becarios que renunciaron,,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Huallaga 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-12,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2014-05,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-08,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-04,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-04,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-10,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 FFAA 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-07,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-03,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,FEMENINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2015-02,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,FEMENINO
